Unnamed: 0,Location (District),Installed Capacity (MW),Latitude,Longitude,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly,allsky_insolation
190,Pathana,0.55,24.84986,87.70388,7.3,2046,"[4.910855770111084, 6.007906436920166, 6.563631057739258, 6.224130630493164, 5.615220069885254, 4.7525553703308105, 4.757106781005859, 5.078023433685303, 4.997740745544434, 5.392765522003174, 5.338557243347168, 4.579801559448242]",5.351524353,"[152.2365264892578, 168.22137451171875, 203.47256469726562, 186.7239227294922, 174.0718231201172, 142.57666015625, 147.47030639648438, 157.41873168945312, 149.93222045898438, 167.1757354736328, 160.15672302246094, 141.97384643554688]","[4.63, 4.65, 4.53, 4.63, 4.55]"
191,Perambalur,10,11.22535,78.77553,6.6,1866,"[6.088449001312256, 6.528268337249756, 6.867615222930908, 6.492550373077393, 6.006397724151611, 5.670685768127441, 5.364307403564453, 5.771992206573486, 5.927717208862305, 5.198983669281006, 4.9842424392700195, 5.084482669830322]",5.832140446,"[188.74191284179688, 182.79151916503906, 212.8960723876953, 194.77650451660156, 186.19833374023438, 170.12057495117188, 166.2935333251953, 178.9317626953125, 177.83151245117188, 161.16848754882812, 149.5272674560547, 157.61895751953125]","[5.31, 5.46, 5.3, 5.28, 5.34]"
192,Police Station\rChandigarh,0.02,30.70479,76.75784,7.3,978,"[4.343459129333496, 5.481662750244141, 6.360560417175293, 6.680177688598633, 6.52593994140625, 5.654690742492676, 5.0143280029296875, 5.355098724365234, 5.9460577964782715, 6.357412338256836, 5.561500549316406, 4.781124591827393]",5.671834469,"[134.64723205566406, 153.48655700683594, 197.1773681640625, 200.40533447265625, 202.30413818359375, 169.64071655273438, 155.4441680908203, 166.008056640625, 178.38172912597656, 197.0797882080078, 166.8450164794922, 148.21485900878906]","[4.8, 4.88, 4.88, 4.85, 4.68]"
193,Porbandar,45.13,21.64481,69.62102,5,2378,"[6.235837459564209, 6.668891906738281, 7.071086883544922, 7.166542053222656, 6.662317276000977, 5.686241626739502, 4.525743007659912, 4.448319911956787, 6.103698253631592, 6.380833148956299, 5.939813137054443, 6.026902675628662]",6.076351643,"[193.3109588623047, 186.72897338867188, 219.2036895751953, 214.9962615966797, 206.53182983398438, 170.58724975585938, 140.29803466796875, 137.89791870117188, 183.11094665527344, 197.8058319091797, 178.19439697265625, 186.833984375]","[5.34, 5.18, 5.25, 5.25, 5.12]"
194,Prakasam,22,15.50599,80.04994,9.95,1480,"[5.840500831604004, 6.462555885314941, 6.855260372161865, 6.747847557067871, 6.034717082977295, 5.2449259757995605, 4.916670799255371, 5.344687461853027, 5.444190502166748, 5.433950424194336, 5.451323986053467, 5.381638050079346]",5.763189316,"[181.05552673339844, 180.95156860351562, 212.51307678222656, 202.4354248046875, 187.07623291015625, 157.3477783203125, 152.4167938232422, 165.68531799316406, 163.32571411132812, 168.4524688720703, 163.5397186279297, 166.83078002929688]","[5.19, 5.09, 5.09, 5.15, 5.09]"
195,Pudukkottai,20,10.48857,78.92842,6.6,1866,"[5.7757248878479, 6.425780773162842, 6.79954195022583, 6.444182395935059, 6.002269744873047, 5.856762409210205, 5.700560092926025, 5.948946475982666, 6.16536808013916, 5.541540145874023, 4.828255653381348, 4.853811264038086]",5.861895084,"[179.04747009277344, 179.92185974121094, 210.78579711914062, 193.32546997070312, 186.0703582763672, 175.70286560058594, 176.7173614501953, 184.41734313964844, 184.96104431152344, 171.78775024414062, 144.84767150878906, 150.46815490722656]","[5.4, 5.6, 5.41, 5.31, 5.38]"
196,Punjab Raj Bhawan,0.39,30.73924,76.81076,7.3,978,"[4.54423189163208, 5.483126640319824, 6.527379989624023, 6.683866024017334, 6.496945381164551, 5.731553554534912, 4.989580154418945, 5.04770565032959, 5.734070777893066, 6.3899993896484375, 5.632073402404785, 4.849740028381348]",5.675855637,"[140.87118530273438, 153.5275421142578, 202.34878540039062, 200.51597595214844, 201.40530395507812, 171.9466094970703, 154.67698669433594, 156.4788818359375, 172.02212524414062, 198.08998107910156, 168.9622039794922, 150.34193420410156]","[4.8, 4.88, 4.88, 4.85, 4.68]"
201,Rahal Shah Mumbai,36,18.94715,72.79653,8.91,1424,"[6.307830333709717, 6.915369510650635, 7.16256856918335, 6.927803039550781, 6.624237060546875, 4.854101657867432, 4.226502895355225, 4.539083957672119, 5.4118266105651855, 6.047684669494629, 5.985029220581055, 5.873443126678467]",5.906290054,"[195.54273986816406, 193.63034057617188, 222.0396270751953, 207.83409118652344, 205.35134887695312, 145.623046875, 131.02159118652344, 140.71160888671875, 162.35479736328125, 187.4782257080078, 179.55087280273438, 182.0767364501953]","[5.17, 4.98, 5.11, 4.98, 4.91]"
202,Raibareilly,10,28.42206,79.45084,7,606,"[4.569838047027588, 5.58012056350708, 6.549517631530762, 6.72405481338501, 6.313540935516357, 5.532723903656006, 4.71466588973999, 4.946208953857422, 5.5959343910217285, 5.746769905090332, 5.249155521392822, 4.758656024932861]",5.523432255,"[141.66497802734375, 156.24337768554688, 203.03504943847656, 201.72164916992188, 195.7197723388672, 165.98171997070312, 146.15464782714844, 153.3324737548828, 167.87803649902344, 178.14987182617188, 157.47467041015625, 147.51834106445312]","[4.91, 4.89, 4.92, 4.77, 4.77]"
203,Raichur,285.38,16.2,77.36667,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]","[5.51, 5.24, 5.41, 5.4, 5.25]"
204,Railway Coach\rFactory,2,23.28345,77.42739,7,606,"[5.933201789855957, 6.8261566162109375, 7.202157020568848, 6.980431079864502, 6.581465244293213, 5.323246479034424, 4.621850490570068, 4.315633296966553, 5.807335376739502, 6.504380702972412, 5.969963550567627, 5.852664470672607]",5.993206501,"[183.92926025390625, 191.13238525390625, 223.26686096191406, 209.41293334960938, 204.02542114257812, 159.6973876953125, 143.27735900878906, 133.78463745117188, 174.22006225585938, 201.63580322265625, 179.09890747070312, 181.43260192871094]","[4.94, 4.99, 4.99, 4.89, 4.77]"
206,Rajgarh,102.38,24.00574,76.72716,6.5,1084,"[5.762740135192871, 6.7481794357299805, 7.165591716766357, 7.0019683837890625, 6.639369010925293, 5.666550159454346, 4.360283851623535, 4.515228271484375, 6.037961483001709, 6.455376625061035, 5.888234615325928, 5.526427745819092]",5.980659008,"[178.6449432373047, 188.9490203857422, 222.1333465576172, 210.05905151367188, 205.8204345703125, 169.9965057373047, 135.16879272460938, 139.97207641601562, 181.1388397216797, 200.11666870117188, 176.64703369140625, 171.3192596435547]","[5.04, 5.02, 5.08, 4.96, 4.82]"
207,Rajkot,74.35,22.3,70.78333,5,2378,"[6.412535190582275, 6.837198734283447, 7.141989707946777, 7.074451923370361, 6.718399524688721, 5.513204574584961, 4.385565280914307, 4.433116436004639, 5.867523193359375, 6.52953577041626, 5.983384132385254, 5.977524280548096]",6.072868824,"[198.78858947753906, 191.44155883789062, 221.4016876220703, 212.23355102539062, 208.2703857421875, 165.39613342285156, 135.95252990722656, 137.42660522460938, 176.02569580078125, 202.4156036376953, 179.50152587890625, 185.30325317382812]","[5.31, 5.2, 5.23, 5.27, 5.13]"
208,Rajsamand,4,25.05946,73.88316,7.95,1282,"[6.204230785369873, 6.863303184509277, 7.282288074493408, 7.148532390594482, 6.7582783699035645, 6.013490200042725, 4.888648509979248, 4.99448299407959, 6.044194221496582, 6.502391815185547, 6.036247730255127, 5.8491530418396]",6.215436935,"[192.33116149902344, 192.1724853515625, 225.7509307861328, 214.4559783935547, 209.50662231445312, 180.4047088623047, 151.54811096191406, 154.8289794921875, 181.32582092285156, 201.5741424560547, 181.08743286132812, 181.32374572753906]","[5.34, 5.3, 5.3, 5.26, 5.17]"
209,Ramanagara,96.5,12.71546,77.27407,7.5,1396,"[6.510754585266113, 6.9672722816467285, 6.959453582763672, 6.791898250579834, 6.17190408706665, 5.323259353637695, 4.978061199188232, 5.044161319732666, 5.804293632507324, 5.681171417236328, 5.6895527839660645, 6.0750412940979]",5.999735355,"[201.83338928222656, 195.0836181640625, 215.74305725097656, 203.75694274902344, 191.3290252685547, 159.69778442382812, 154.3199005126953, 156.36900329589844, 174.12881469726562, 176.11631774902344, 170.68658447265625, 188.32627868652344]","[5.38, 5.41, 5.26, 5.37, 5.36]"
210,Rammad,729,25.65291,84.85423,6.6,1866,"[4.560718059539795, 5.752194404602051, 6.821465969085693, 6.681128025054932, 6.118948459625244, 5.329259872436523, 4.633200168609619, 4.898097991943359, 5.278031826019287, 5.419127464294434, 5.03240966796875, 4.442595481872559]",5.41393137,"[141.38226318359375, 161.0614471435547, 211.46543884277344, 200.433837890625, 189.68740844726562, 159.87779235839844, 143.62921142578125, 151.84103393554688, 158.34095764160156, 167.99295043945312, 150.9722900390625, 137.720458984375]","[4.79, 4.69, 4.73, 4.76, 4.59]"
211,Ranga Reddy,194.13,17.13601209,78.41405585,9.5,1896,"[5.968796730041504, 6.6950883865356445, 6.997608184814453, 6.701192378997803, 6.217010021209717, 5.317148685455322, 4.9162092208862305, 5.038717746734619, 5.7152180671691895, 5.832195281982422, 5.87140417098999, 5.919374465942383]",5.932497025,"[185.03269958496094, 187.4624786376953, 216.9258575439453, 201.0357666015625, 192.72731018066406, 159.51446533203125, 152.40248107910156, 156.20025634765625, 171.45654296875, 180.7980499267578, 176.14212036132812, 183.5006103515625]","[5.35, 5.16, 5.3, 5.2, 5.14]"
212,Rangampeta,1,17.08943,81.98543,9.95,1480,"[5.8400492668151855, 6.4290289878845215, 6.749105453491211, 6.511030673980713, 5.8805718421936035, 5.016188621520996, 4.669028282165527, 4.659770965576172, 5.306841850280762, 5.3632988929748535, 5.871835708618164, 5.388492107391357]",5.640436649,"[181.04153442382812, 180.0128173828125, 209.22227478027344, 195.33091735839844, 182.2977294921875, 150.48565673828125, 144.73988342285156, 144.45289611816406, 159.20526123046875, 166.26226806640625, 176.1550750732422, 167.0432586669922]","[5.0, 4.96, 4.91, 4.93, 4.9]"
213,Ratlam,70,23.33033,75.04032,6.5,1084,"[6.048553466796875, 6.877053737640381, 7.153438091278076, 7.142651081085205, 6.72523832321167, 5.623536109924316, 4.235275745391846, 3.970916986465454, 5.592740535736084, 6.38429069519043, 5.99554443359375, 5.805788040161133]",5.962918758,"[187.50515747070312, 192.55751037597656, 221.75657653808594, 214.27952575683594, 208.48239135742188, 168.70608520507812, 131.29354858398438, 123.09842681884766, 167.78221130371094, 197.9130096435547, 179.8663330078125, 179.97943115234375]","[5.04, 5.01, 5.06, 4.98, 4.83]"
215,Rewa,560.8,24.52594,81.30262,6.5,1084,"[5.762963771820068, 6.222662448883057, 6.9336323738098145, 6.960049629211426, 6.23967981338501, 5.330679416656494, 4.59291410446167, 4.847317695617676, 5.487302780151367, 6.054452419281006, 5.613691329956055, 5.380795478820801]",5.785512447,"[178.65187072753906, 174.2345428466797, 214.94259643554688, 208.80148315429688, 193.43006896972656, 159.92037963867188, 142.38034057617188, 150.266845703125, 164.61907958984375, 187.68801879882812, 168.41073608398438, 166.80465698242188]","[4.9, 4.77, 4.96, 4.87, 4.72]"
216,Rojhani,24.16,21.90864,75.18445,6.5,1084,"[6.054837703704834, 6.634369850158691, 7.112198829650879, 7.001685619354248, 6.683220863342285, 5.368893146514893, 4.165202617645264, 4.160109519958496, 5.686383247375488, 6.4124579429626465, 5.9829301834106445, 5.730749130249023]",5.916086674,"[187.69996643066406, 185.76235961914062, 220.47816467285156, 210.05056762695312, 207.17984008789062, 161.06678771972656, 129.12127685546875, 128.96339416503906, 170.59149169921875, 198.78619384765625, 179.48789978027344, 177.65322875976562]","[5.07, 5.03, 5.07, 5.01, 4.83]"
217,Ropar,1.6,30.05677,80.29501,7.3,2046,"[5.324552536010742, 5.544738292694092, 6.291568279266357, 6.329339981079102, 5.880949020385742, 5.194262981414795, 4.1448445320129395, 4.466262340545654, 5.415511131286621, 6.6727471351623535, 6.4947075843811035, 6.311825752258301]",5.672609329,"[165.06112670898438, 155.25267028808594, 195.0386199951172, 189.8802032470703, 182.30941772460938, 155.82789611816406, 128.49017333984375, 138.45413208007812, 162.46533203125, 206.85516357421875, 194.8412322998047, 195.66659545898438]","[5.09, 5.69, 5.32, 5.5, 4.8]"
218,SVP Chandigarh,2.005,30.70341,76.78943,7.3,978,"[4.3434224128723145, 5.481630802154541, 6.360555648803711, 6.680203914642334, 6.525990009307861, 5.65473747253418, 5.014369487762451, 5.355126857757568, 5.946064472198486, 6.35738468170166, 5.561455249786377, 4.781074047088623]",5.671834469,"[134.64608764648438, 153.48565673828125, 197.17723083496094, 200.40611267089844, 202.30569458007812, 169.64212036132812, 155.44544982910156, 166.00892639160156, 178.38192749023438, 197.07891845703125, 166.84365844726562, 148.2133026123047]","[4.8, 4.88, 4.88, 4.85, 4.68]"
219,Sabarkantha,114.53,23.80731547,73.0353477,5,2378,"[6.123316287994385, 6.8836469650268555, 7.082111358642578, 7.039405345916748, 6.639464378356934, 5.678494453430176, 4.525557041168213, 4.335007667541504, 5.938249111175537, 6.567912578582764, 5.989583969116211, 5.76150369644165]",6.047021389,"[189.8227996826172, 192.7421112060547, 219.5454559326172, 211.18215942382812, 205.82339477539062, 170.35482788085938, 140.29226684570312, 134.38523864746094, 178.14747619628906, 203.60528564453125, 179.68751525878906, 178.6066131591797]","[5.25, 5.13, 5.17, 5.13, 5.07]"
221,Sahib,79.3,29.96446,76.05849,7.3,2046,"[4.259383678436279, 5.47589111328125, 6.467573642730713, 6.60203742980957, 6.3123674392700195, 5.305222511291504, 5.320035457611084, 5.9035444259643555, 6.159276485443115, 5.676021099090576, 5.123537063598633, 4.437356948852539]",5.586853504,"[132.0408935546875, 153.324951171875, 200.49478149414062, 198.06112670898438, 195.6833953857422, 159.15667724609375, 164.9210968017578, 183.00987243652344, 184.77828979492188, 175.95664978027344, 153.70611572265625, 137.5580596923828]","[4.75, 4.79, 4.86, 4.82, 4.69]"
222,Sangatpura\r(Sangrur),10,30.29481,76.01447,7.3,2046,"[4.055698871612549, 5.41647481918335, 6.4253764152526855, 6.6434712409973145, 6.398029327392578, 5.392420768737793, 5.146458625793457, 5.628573417663574, 6.027787208557129, 5.667291641235352, 5.07147741317749, 4.426731586456299]",5.524982452,"[125.72666931152344, 151.6613006591797, 199.18667602539062, 199.30413818359375, 198.3389129638672, 161.7726287841797, 159.54022216796875, 174.48577880859375, 180.8336181640625, 175.68603515625, 152.14431762695312, 137.2286834716797]","[4.8, 4.88, 4.88, 4.85, 4.68]"
223,Sangrur,26.26,30.24608,75.84686,7.3,2046,"[4.1143412590026855, 5.412136077880859, 6.458951950073242, 6.419850826263428, 6.361095905303955, 5.405462741851807, 5.1865997314453125, 5.664849281311035, 6.1459641456604, 5.671795845031738, 5.11599588394165, 4.413049697875977]",5.530841351,"[127.5445785522461, 151.53981018066406, 200.22750854492188, 192.59552001953125, 197.1939697265625, 162.16387939453125, 160.7845916748047, 175.61032104492188, 184.37892150878906, 175.82566833496094, 153.47987365722656, 136.80453491210938]","[4.78, 4.86, 4.86, 4.84, 4.67]"
225,Sarangpur,0.2,23.57255,76.47336,7.3,978,"[5.879937171936035, 6.753807544708252, 7.1581010818481445, 7.026810169219971, 6.563714027404785, 5.461600303649902, 4.263929843902588, 4.374327659606934, 5.82604455947876, 6.419173240661621, 5.894657611846924, 5.610692501068115]",5.936067104,"[182.27804565429688, 189.1066131591797, 221.90113830566406, 210.80430603027344, 203.47512817382812, 163.84800720214844, 132.18182373046875, 135.60415649414062, 174.78134155273438, 198.99436950683594, 176.8397216796875, 173.9314727783203]","[4.98, 5.02, 5.02, 4.98, 4.76]"
226,Satna,1.5,24.57602,80.80089,6.5,1084,"[5.740731716156006, 6.266453742980957, 6.987827301025391, 6.867300033569336, 6.269890308380127, 5.494293212890625, 4.491353988647461, 4.826659202575684, 5.66477108001709, 5.782869815826416, 5.55338716506958, 5.386068344116211]",5.777634144,"[177.96267700195312, 175.46070861816406, 216.62265014648438, 206.0189971923828, 194.36659240722656, 164.82879638671875, 139.2319793701172, 149.62643432617188, 169.94313049316406, 179.2689666748047, 166.6016082763672, 166.96812438964844]","[4.91, 4.74, 4.96, 4.85, 4.71]"
227,School Chandigarh,0.885,23.51109,91.34542,7.3,978,"[5.0634636878967285, 5.815661430358887, 5.9626145362854, 6.020813465118408, 5.412069320678711, 4.6149821281433105, 4.680326461791992, 4.863203525543213, 5.18348503112793, 5.323540210723877, 5.257024765014648, 5.156285285949707]",5.279456139,"[156.96737670898438, 162.83851623535156, 184.84104919433594, 180.62440490722656, 167.77415466308594, 138.449462890625, 145.09011840820312, 150.75930786132812, 155.50454711914062, 165.0297393798828, 157.7107391357422, 159.8448486328125]","[4.43, 4.59, 4.44, 4.53, 4.56]"
228,Sector -12,0.445,19.01853,73.08968,7.3,978,"[6.368297576904297, 6.9744391441345215, 7.190868377685547, 6.947867393493652, 6.528604984283447, 4.646173477172852, 3.8430190086364746, 3.968745231628418, 5.037117958068848, 5.898451805114746, 5.9899983406066895, 5.903420448303223]",5.774750233,"[197.41722106933594, 195.2843017578125, 222.9169158935547, 208.43601989746094, 202.38674926757812, 139.3852081298828, 119.13359069824219, 123.0311050415039, 151.11354064941406, 182.8520050048828, 179.699951171875, 183.0060272216797]","[5.09, 4.91, 5.04, 5.01, 4.87]"
229,Sector -16,0.02,19.01543,73.09139,7.3,978,"[6.368142604827881, 6.974323749542236, 7.19083833694458, 6.947930335998535, 6.5287184715271, 4.646263599395752, 3.84307861328125, 3.9687869548797607, 5.037130355834961, 5.8983845710754395, 5.989871501922607, 5.9032721519470215]",5.774728298,"[197.41241455078125, 195.28106689453125, 222.91598510742188, 208.4379119873047, 202.39027404785156, 139.38790893554688, 119.13543701171875, 123.03239440917969, 151.11390686035156, 182.84991455078125, 179.69615173339844, 183.00143432617188]","[5.09, 4.91, 5.04, 5.01, 4.87]"
230,Sector -26,1,18.65353,73.76121,7.3,978,"[6.530801296234131, 7.137206077575684, 7.231277942657471, 6.97959566116333, 6.63018798828125, 4.914961338043213, 4.324444770812988, 4.392113208770752, 5.552069187164307, 5.992048263549805, 6.055585861206055, 6.060462474822998]",5.98339653,"[202.454833984375, 199.84176635742188, 224.16961669921875, 209.3878631591797, 205.53582763671875, 147.44883728027344, 134.0577850341797, 136.15550231933594, 166.56207275390625, 185.7534942626953, 181.66757202148438, 187.8743438720703]","[5.08, 4.86, 5.01, 4.94, 4.88]"
231,Sector -32,1.7,28.58263,77.34788,7.3,978,"[4.710932731628418, 5.647305011749268, 6.5547332763671875, 6.721924304962158, 6.172173023223877, 5.467735290527344, 4.866331100463867, 5.08161735534668, 5.831452369689941, 5.695699691772461, 5.083139419555664, 4.646846294403076]",5.539990902,"[146.03890991210938, 158.12454223632812, 203.1967315673828, 201.65773010253906, 191.3373565673828, 164.0320587158203, 150.85626220703125, 157.53013610839844, 174.94357299804688, 176.5666961669922, 152.4941864013672, 144.05223083496094]","[4.83, 4.84, 4.87, 4.84, 4.67]"
232,Sector -37,1.1,28.56531,77.34341,7.3,978,"[4.710442543029785, 5.646914958953857, 6.554627418518066, 6.722244739532471, 6.172736644744873, 5.4683427810668945, 4.86681604385376, 5.081950664520264, 5.831510066986084, 5.695418357849121, 5.082685947418213, 4.6463165283203125]",5.540000916,"[146.02371215820312, 158.11361694335938, 203.19345092773438, 201.66734313964844, 191.35484313964844, 164.05027770996094, 150.8712921142578, 157.54046630859375, 174.94529724121094, 176.55796813964844, 152.48057556152344, 144.0358123779297]","[4.83, 4.84, 4.87, 4.84, 4.67]"
233,Sector -39,2,28.57234,77.35331,7.3,978,"[4.710640907287598, 5.647075176239014, 6.554673671722412, 6.722113132476807, 6.172506332397461, 5.468096733093262, 4.866621494293213, 5.081815719604492, 5.831487655639648, 5.695530891418457, 5.082870006561279, 4.646531581878662]",5.539997101,"[146.0298614501953, 158.11810302734375, 203.19488525390625, 201.66339111328125, 191.3477020263672, 164.04290771484375, 150.86526489257812, 157.53628540039062, 174.9446258544922, 176.56146240234375, 152.48609924316406, 144.04248046875]","[4.83, 4.84, 4.87, 4.84, 4.67]"
234,Sector -46,0.015,19.01067,73.01497,7.3,978,"[6.367896556854248, 6.974148273468018, 7.190794944763184, 6.948013782501221, 6.528893947601318, 4.646399974822998, 3.8431687355041504, 3.9688472747802734, 5.037147045135498, 5.898280620574951, 5.98967170715332, 5.903039455413818]",5.774692059,"[197.40480041503906, 195.27615356445312, 222.91464233398438, 208.44041442871094, 202.3957061767578, 139.39199829101562, 119.13822937011719, 123.03426361083984, 151.11441040039062, 182.84669494628906, 179.69015502929688, 182.9942169189453]","[5.09, 4.91, 5.04, 5.01, 4.87]"
235,Sector -50,0.2,19.00882,73.02493,7.3,978,"[6.367804527282715, 6.97408390045166, 7.190777778625488, 6.948050498962402, 6.528954029083252, 4.646453857421875, 3.8432037830352783, 3.968873977661133, 5.0371551513671875, 5.898241996765137, 5.989595413208008, 5.902952671051025]",5.774679184,"[197.40194702148438, 195.27435302734375, 222.9141082763672, 208.44151306152344, 202.39756774902344, 139.39361572265625, 119.13932037353516, 123.03509521484375, 151.11465454101562, 182.8455047607422, 179.6878662109375, 182.9915313720703]","[5.09, 4.91, 5.04, 5.01, 4.87]"
236,Sector -52,1,28.58638,77.36743,7.3,978,"[4.711038112640381, 5.647391319274902, 6.554754734039307, 6.721855640411377, 6.1720452308654785, 5.46760368347168, 4.86622428894043, 5.081545829772949, 5.831439018249512, 5.695761680603027, 5.083240032196045, 4.6469597816467285]",5.539988995,"[146.04217529296875, 158.126953125, 203.19740295410156, 201.65567016601562, 191.33340454101562, 164.02810668945312, 150.8529510498047, 157.52792358398438, 174.94317626953125, 176.56861877441406, 152.49720764160156, 144.05575561523438]","[4.83, 4.84, 4.87, 4.84, 4.67]"
237,Sector-12,1,19.01853,73.08968,7.3,978,"[6.368297576904297, 6.9744391441345215, 7.190868377685547, 6.947867393493652, 6.528604984283447, 4.646173477172852, 3.8430190086364746, 3.968745231628418, 5.037117958068848, 5.898451805114746, 5.9899983406066895, 5.903420448303223]",5.774750233,"[197.41722106933594, 195.2843017578125, 222.9169158935547, 208.43601989746094, 202.38674926757812, 139.3852081298828, 119.13359069824219, 123.0311050415039, 151.11354064941406, 182.8520050048828, 179.699951171875, 183.0060272216797]","[5.09, 4.91, 5.04, 5.01, 4.87]"
238,Sector-42 Chandigarh,0.2,30.72585,76.74308,7.3,978,"[4.344008922576904, 5.482141971588135, 6.360672950744629, 6.679793834686279, 6.525171279907227, 5.653918266296387, 5.013708114624023, 5.35466194152832, 5.94600248336792, 6.3578715324401855, 5.56221866607666, 4.7818603515625]",5.671835423,"[134.66427612304688, 153.49996948242188, 197.1808624267578, 200.39381408691406, 202.28030395507812, 169.6175537109375, 155.42495727539062, 165.99452209472656, 178.3800811767578, 197.09402465820312, 166.86656188964844, 148.2376708984375]","[4.8, 4.88, 4.88, 4.85, 4.68]"
239,Sector-46 Chandigarh,0.21,30.70191,76.76496,7.3,978,"[4.343384742736816, 5.481597900390625, 6.360548496246338, 6.680232048034668, 6.526045322418213, 5.654794216156006, 5.014413833618164, 5.355157852172852, 5.946068286895752, 6.357352256774902, 5.561404705047607, 4.781024932861328]",5.671835423,"[134.64492797851562, 153.4847412109375, 197.177001953125, 200.40696716308594, 202.30740356445312, 169.64382934570312, 155.4468231201172, 166.0098876953125, 178.38204956054688, 197.0779266357422, 166.84214782714844, 148.21177673339844]","[4.8, 4.88, 4.88, 4.85, 4.68]"
240,Sehore,73.9,23.20106,77.07711,6.5,1084,"[5.919750690460205, 6.7925591468811035, 7.2114386558532715, 6.941522598266602, 6.6175689697265625, 5.405095100402832, 4.221499919891357, 4.36467981338501, 5.819152355194092, 6.429476737976074, 5.932683944702148, 5.7875447273254395]",5.953581333,"[183.51226806640625, 190.191650390625, 223.55459594726562, 208.2456817626953, 205.14463806152344, 162.15284729003906, 130.8665008544922, 135.30506896972656, 174.57456970214844, 199.31378173828125, 177.9805145263672, 179.41387939453125]","[4.94, 4.99, 4.99, 4.89, 4.77]"
241,Shahajahanpur,20,27.83424,79.846,7,606,"[4.240942001342773, 5.660946846008301, 6.842961311340332, 6.8458991050720215, 6.318455219268799, 5.502480983734131, 4.583588600158691, 5.010073661804199, 5.430188179016113, 5.735652446746826, 5.04933500289917, 4.482618808746338]",5.475261688,"[131.46920776367188, 158.5065155029297, 212.13180541992188, 205.37696838378906, 195.8721160888672, 165.07443237304688, 142.09124755859375, 155.31228637695312, 162.9056396484375, 177.8052215576172, 151.4800567626953, 138.961181640625]","[4.84, 4.82, 4.83, 4.71, 4.63]"
242,Shajapur,9.25,23.41999,76.28085,6.5,1084,"[5.798858642578125, 6.810719966888428, 7.187127113342285, 7.003856182098389, 6.562411785125732, 5.428548812866211, 4.4246745109558105, 4.55541467666626, 5.652305603027344, 6.409343242645264, 5.917203903198242, 5.629008769989014]",5.948289871,"[179.76461791992188, 190.70016479492188, 222.80093383789062, 210.11569213867188, 203.4347686767578, 162.85646057128906, 137.1649169921875, 141.2178497314453, 169.5691680908203, 198.68963623046875, 177.51611328125, 174.499267578125]","[4.98, 5.02, 5.02, 4.98, 4.76]"
244,Shenbagapudur,2,11.46149,77.21818,6.6,1866,"[6.337780475616455, 6.7879133224487305, 6.944366455078125, 6.705916881561279, 6.196261405944824, 5.458302974700928, 5.245630264282227, 5.55324125289917, 6.280782699584961, 5.742909908294678, 5.531250953674316, 5.757793426513672]",6.04517889,"[196.47119140625, 190.0615692138672, 215.27536010742188, 201.17750549316406, 192.0841064453125, 163.74908447265625, 162.61453247070312, 172.15048217773438, 188.42347717285156, 178.03021240234375, 165.93753051757812, 178.49159240722656]","[5.43, 5.48, 5.33, 5.37, 5.43]"
245,Sheopur,51,25.67335,76.69655,6.5,1084,"[5.69663667678833, 6.5412492752075195, 7.023781776428223, 7.064006328582764, 6.562744140625, 5.807886123657227, 4.656935691833496, 4.895263671875, 6.022618770599365, 6.344976425170898, 5.632915019989014, 5.4227705001831055]",5.972648144,"[176.59573364257812, 183.1549835205078, 217.7372283935547, 211.92019653320312, 203.445068359375, 174.23658752441406, 144.36500549316406, 151.753173828125, 180.67855834960938, 196.69427490234375, 168.98745727539062, 168.1058807373047]","[5.12, 5.09, 5.13, 5.0, 4.91]"
247,Shivajinagar Pune,5,18.53723,73.83808,8.91,1424,"[6.4462714195251465, 6.993043422698975, 7.1905012130737305, 6.970029354095459, 6.621476173400879, 5.0048604011535645, 4.492917537689209, 4.470369338989258, 5.4189300537109375, 6.022360324859619, 5.810711860656738, 6.047022342681885]",5.957374573,"[199.83441162109375, 195.8052215576172, 222.90553283691406, 209.1008758544922, 205.26576232910156, 150.14581298828125, 139.2804412841797, 138.58145141601562, 162.56790161132812, 186.69317626953125, 174.32135009765625, 187.4576873779297]","[5.08, 4.86, 5.01, 4.94, 4.88]"
248,Shivamogga,1,13.94477,75.5667,7.5,1396,"[6.701904773712158, 7.019259929656982, 6.988401889801025, 6.763893127441406, 6.1629815101623535, 4.94326114654541, 4.784513473510742, 4.8687825202941895, 5.691994667053223, 5.793139457702637, 6.0435662269592285, 6.268884658813477]",6.002548218,"[207.75904846191406, 196.53927612304688, 216.6404571533203, 202.9167938232422, 191.05242919921875, 148.29783630371094, 148.31991577148438, 150.9322509765625, 170.7598419189453, 179.5873260498047, 181.30699157714844, 194.33541870117188]","[5.04, 5.09, 5.07, 5.01, 5.0]"
